"Site Name","Station","Frame No.","Image Date","ID Name","ID Code","Point","X","Y","Intensity","Red","Green","Blue","File Name","Total Points","ID Date","Site ID","Site Code","Time Code","Institution","User Name","Habitat","WQS","Length","Depth"
"NA","NA","NA","NA","Coralline algae","NA",24,2192,122,"NA","","","","OaAla03m03014",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",25,438,1151,"NA","","","","OaAla03m03014",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",1,28,1168,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",2,1944,800,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",3,770,994,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",4,2419,704,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",5,458,1819,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",6,1830,251,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",7,2346,1720,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",8,1627,616,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",9,1892,958,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",10,2204,1514,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",11,396,90,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",12,216,1470,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",13,1359,477,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",14,1902,487,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",15,2365,1432,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",16,1203,1279,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",17,403,1695,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",18,2042,1378,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",19,380,1379,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",20,284,1087,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",21,1251,563,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",22,2178,387,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",23,688,279,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",24,2474,168,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",25,409,144,"NA","","","","OaAla03m03015",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Echinometra mathaei","NA",1,1829,1236,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",2,874,444,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",3,769,1566,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",4,739,479,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",5,2338,426,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",6,1495,139,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",7,1458,244,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",8,1267,1358,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",9,2072,428,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",10,26,5,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",11,1666,1475,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",12,1064,1752,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",13,2029,1881,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",14,315,27,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",15,170,1292,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",16,1917,521,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",17,363,293,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",18,1128,101,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",19,1224,679,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",20,1171,757,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",21,1352,443,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",22,2550,993,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",23,486,769,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",24,693,1140,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",25,1311,59,"NA","","","","OaAla03m03016",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",1,1691,1438,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",2,819,69,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",3,2012,538,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",4,650,1731,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",5,1123,1589,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",6,887,1288,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",7,620,638,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",8,861,841,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",9,2503,506,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",10,970,100,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",11,414,1698,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",12,632,973,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",13,2238,1475,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",14,2006,1118,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",15,2141,1079,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",16,1557,1414,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",17,1894,11,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",18,171,467,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",19,2107,373,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",20,1115,1123,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",21,1797,181,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",22,961,179,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",23,1139,599,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",24,1621,1610,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",25,2313,201,"NA","","","","OaAla03m03017",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",1,758,1376,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",2,2355,681,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Montipora patula","NA",3,1546,253,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",4,2321,1816,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",5,1084,271,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",6,1853,396,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",7,1935,103,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",8,1301,1034,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",9,2444,231,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",10,1456,1588,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",11,2380,1776,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",12,552,1829,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Montipora patula","NA",13,1534,48,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",14,2148,1076,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",15,1519,1618,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",16,603,138,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",17,531,1546,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",18,478,1832,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",19,1547,1410,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",20,738,446,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",21,689,938,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",22,70,496,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",23,1821,1639,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",24,284,1390,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",25,1067,1308,"NA","","","","OaAla03m03018",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",1,999,683,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",2,923,1113,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",3,1049,1722,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",4,490,1876,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",5,2044,461,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",6,2265,1880,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",7,2043,907,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",8,1902,1899,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",9,669,1630,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",10,1440,1789,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",11,1227,595,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",12,221,1711,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",13,663,471,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",14,1807,9,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",15,647,982,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",16,1064,1155,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",17,1371,1335,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Montipora capitata","NA",18,40,1139,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",19,1109,1214,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",20,1447,223,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",21,1539,324,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Montipora capitata","NA",22,217,807,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",23,900,347,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",24,1306,20,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",25,594,1608,"NA","","","","OaAla03m03019",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",1,2257,1471,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",2,1544,111,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Pocillopora meandrina","NA",3,1239,1479,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Pocillopora meandrina","NA",4,1037,878,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",5,303,1191,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",6,2165,795,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Other","NA",7,1695,1914,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",8,2419,1306,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",9,1082,554,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",10,1534,728,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",11,1515,447,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",12,1686,1482,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",13,2428,1549,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",14,656,525,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",15,2077,703,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",16,985,1377,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",17,619,74,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",18,1858,1673,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",19,1276,694,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",20,1861,392,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",21,1891,337,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",22,2386,1728,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",23,2489,1464,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",24,1422,238,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",25,680,457,"NA","","","","OaAla03m03020",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",1,1019,1275,"NA","","","","OaAla03m03021",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",2,1774,125,"NA","","","","OaAla03m03021",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",3,1942,1316,"NA","","","","OaAla03m03021",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",4,1457,1652,"NA","","","","OaAla03m03021",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",5,888,473,"NA","","","","OaAla03m03021",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",6,413,986,"NA","","","","OaAla03m03021",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",7,899,1139,"NA","","","","OaAla03m03021",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",8,739,1684,"NA","","","","OaAla03m03021",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Substrate","NA",9,701,65,"NA","","","","OaAla03m03021",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",10,1515,656,"NA","","","","OaAla03m03021",25,#2010-03-19#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
